Method,Simulation,Epoch,N,Actions,ActsName,TrueNoise,LengthScale,OutputScale,SigmaSq,obsBest,trueBest,cpuTime
Separate,1,12,112,10,sqrt(N) Actions,0.0,"[[1.741659164428711, 2.40077805519104, 1.899465799331665, 2.3872413635253906, 3.5020949840545654, 4.3619866371154785]]",4.576884746551514,0.0225734394043684,2.426156520843506,2.426156520843506,4.737979801000002
Separate,1,13,113,10,sqrt(N) Actions,0.0,"[[3.410057783126831, 1.9919612407684326, 2.1126840114593506, 3.6831274032592773, 3.1888930797576904, 2.336414337158203]]",4.225959300994873,0.015701957046985626,2.426156520843506,2.426156520843506,4.815549880000006
Separate,1,14,114,10,sqrt(N) Actions,0.0,"[[4.2245965003967285, 3.7906291484832764, 2.774630069732666, 3.4267778396606445, 2.071364641189575, 3.091303825378418]]",4.6864237785339355,0.024219363927841187,2.426156520843506,2.426156520843506,4.781936479999999
Separate,1,15,115,10,sqrt(N) Actions,0.0,"[[2.42427134513855, 3.24448299407959, 1.9843494892120361, 2.550452709197998, 3.751254081726074, 2.910538911819458]]",3.5269525051116943,0.018306873738765717,2.426156520843506,2.426156520843506,4.897698048000009
Separate,1,16,116,10,sqrt(N) Actions,0.0,"[[3.6671195030212402, 4.962656497955322, 0.9698809385299683, 3.5436623096466064, 3.8540241718292236, 1.6923456192016602]]",3.7868077754974365,0.009255236014723778,2.426156520843506,2.426156520843506,4.8540361820000015
Separate,1,17,117,10,sqrt(N) Actions,0.0,"[[3.2287144660949707, 4.975945949554443, 2.3786463737487793, 5.078433513641357, 2.839240789413452, 4.11078405380249]]",4.4129486083984375,0.011723034083843231,2.426156520843506,2.426156520843506,4.922350435000013
Separate,1,18,118,10,sqrt(N) Actions,0.0,"[[3.6606078147888184, 3.2883784770965576, 4.025561332702637, 3.232280731201172, 1.1790196895599365, 1.6432995796203613]]",3.722431182861328,0.02672271989285946,2.426156520843506,2.426156520843506,4.923063773999999
Separate,1,19,119,10,sqrt(N) Actions,0.0,"[[3.014434576034546, 2.3196053504943848, 1.1926236152648926, 1.98945951461792, 1.2594225406646729, 2.776785373687744]]",3.93351674079895,0.020184924826025963,2.426156520843506,2.426156520843506,4.938834756999995
Separate,1,20,120,10,sqrt(N) Actions,0.0,"[[2.885387420654297, 3.2675628662109375, 4.14677619934082, 4.817689418792725, 2.8754377365112305, 3.57497239112854]]",4.029222011566162,0.021183013916015625,2.426156520843506,2.426156520843506,5.093315572999998
Separate,1,21,121,11,sqrt(N) Actions,0.0,"[[3.8028147220611572, 4.816061496734619, 3.3866608142852783, 5.654318809509277, 5.4405035972595215, 4.793431282043457]]",5.037137031555176,0.017688564956188202,2.426156520843506,2.426156520843506,5.167195487000001
Separate,1,22,122,11,sqrt(N) Actions,0.0,"[[5.474320411682129, 3.8540451526641846, 3.042675495147705, 2.7947051525115967, 3.7752718925476074, 2.8820178508758545]]",4.969076156616211,0.025421474128961563,2.426156520843506,2.426156520843506,5.125887890000001
Separate,1,23,123,11,sqrt(N) Actions,0.0,"[[2.0923001766204834, 1.1797239780426025, 2.5182933807373047, 3.9249918460845947, 3.692638874053955, 3.3403525352478027]]",3.184001922607422,0.009864876046776772,2.426156520843506,2.426156520843506,5.202876520000004
Separate,1,24,124,11,sqrt(N) Actions,0.0,"[[4.313084125518799, 6.402568817138672, 3.730224847793579, 3.96266508102417, 4.179818153381348, 3.358367443084717]]",3.33210825920105,0.02065327577292919,2.426156520843506,2.426156520843506,5.169651846000008
Separate,1,25,125,11,sqrt(N) Actions,0.0,"[[3.538236141204834, 3.9148128032684326, 1.0728669166564941, 2.7229578495025635, 1.947123646736145, 3.4752066135406494]]",4.188412666320801,0.020869113504886627,2.426156520843506,2.426156520843506,5.230362510999996
Separate,1,26,126,11,sqrt(N) Actions,0.0,"[[4.294840335845947, 3.8203303813934326, 4.1807541847229, 3.521078109741211, 3.941075563430786, 5.3897271156311035]]",4.914341449737549,0.03476444631814957,2.426156520843506,2.426156520843506,5.19471658400002
Separate,1,27,127,11,sqrt(N) Actions,0.0,"[[2.549832820892334, 5.205073356628418, 4.969583988189697, 3.0336453914642334, 5.042120933532715, 0.8217942714691162]]",3.222202777862549,0.014361637644469738,2.426156520843506,2.426156520843506,5.206819744000001
Separate,1,28,128,11,sqrt(N) Actions,0.0,"[[2.8026981353759766, 4.8747100830078125, 2.8143820762634277, 3.6989099979400635, 3.518110752105713, 3.0433356761932373]]",3.2545697689056396,0.01348896324634552,2.426156520843506,2.426156520843506,5.258090358999993
Separate,1,29,129,11,sqrt(N) Actions,0.0,"[[2.873370409011841, 3.069838523864746, 2.195643663406372, 1.509283185005188, 1.8179357051849365, 4.172000408172607]]",2.626523971557617,0.00908532366156578,2.426156520843506,2.426156520843506,5.317198578999978
Separate,1,30,130,11,sqrt(N) Actions,0.0,"[[4.036376476287842, 3.7454833984375, 4.188551902770996, 4.096951961517334, 4.0479021072387695, 2.610342264175415]]",4.605649471282959,0.01602402701973915,2.426156520843506,2.426156520843506,5.472237309999997
Separate,1,31,131,11,sqrt(N) Actions,0.0,"[[2.846134662628174, 2.5929811000823975, 2.276172637939453, 5.003978252410889, 3.328657865524292, 3.4202449321746826]]",4.151315212249756,0.015344868414103985,2.426156520843506,2.426156520843506,5.388967555999983
Separate,1,32,132,11,sqrt(N) Actions,0.0,"[[3.620570421218872, 3.870009660720825, 3.002286195755005, 5.968654632568359, 3.1565334796905518, 5.0537028312683105]]",4.329220294952393,0.015648234635591507,2.426156520843506,2.426156520843506,5.569341552999987
Separate,1,33,133,11,sqrt(N) Actions,0.0,"[[2.118180751800537, 4.537113189697266, 4.643052577972412, 2.549630641937256, 3.106834650039673, 4.2265543937683105]]",3.2312750816345215,0.011940885335206985,2.426156520843506,2.426156520843506,5.569496829000002
Separate,1,34,134,11,sqrt(N) Actions,0.0,"[[2.4026145935058594, 3.6086931228637695, 3.5351462364196777, 3.8808631896972656, 2.9803972244262695, 2.9576480388641357]]",4.676287651062012,0.014396804384887218,2.426156520843506,2.426156520843506,5.513551926000019
Separate,1,35,135,11,sqrt(N) Actions,0.0,"[[2.104846477508545, 3.663113832473755, 3.107621431350708, 3.861330032348633, 2.6261143684387207, 2.3427183628082275]]",3.569530725479126,0.016383977606892586,2.426156520843506,2.426156520843506,5.651089284999983
Separate,1,36,136,11,sqrt(N) Actions,0.0,"[[4.3245062828063965, 2.6304545402526855, 2.045300006866455, 4.171876430511475, 3.5015435218811035, 1.420130968093872]]",3.6389546394348145,0.02409406192600727,2.426156520843506,2.426156520843506,5.592667242999994
Separate,1,37,137,11,sqrt(N) Actions,0.0,"[[2.9217820167541504, 3.3033437728881836, 2.7825887203216553, 2.868999719619751, 1.728914499282837, 2.8521296977996826]]",4.829382419586182,0.014579635113477707,2.426156520843506,2.426156520843506,5.6105437839999865
Separate,1,38,138,11,sqrt(N) Actions,0.0,"[[3.2213211059570312, 2.6359474658966064, 3.0196845531463623, 4.309873104095459, 3.029024362564087, 4.655689239501953]]",4.440248012542725,0.023289846256375313,2.426156520843506,2.426156520843506,5.676303914000016
Separate,1,39,139,11,sqrt(N) Actions,0.0,"[[2.8980772495269775, 2.3042311668395996, 4.49006986618042, 2.2995474338531494, 3.940817356109619, 4.250256061553955]]",3.380777359008789,0.018868958577513695,2.426156520843506,2.426156520843506,5.540864083999992
Separate,1,40,140,11,sqrt(N) Actions,0.0,"[[3.4980359077453613, 5.4008684158325195, 4.677027702331543, 3.5373482704162598, 2.094940185546875, 2.6586356163024902]]",3.0129072666168213,0.011948342435061932,2.426156520843506,2.426156520843506,5.5935990600000025
Separate,1,41,141,11,sqrt(N) Actions,0.0,"[[2.22023606300354, 5.249343395233154, 1.9420664310455322, 3.1000869274139404, 3.4448726177215576, 4.427293300628662]]",5.854503631591797,0.017536448314785957,2.426156520843506,2.426156520843506,5.627554529999998
Separate,1,42,142,11,sqrt(N) Actions,0.0,"[[3.114849090576172, 6.384577751159668, 2.3867037296295166, 6.743100166320801, 2.445178270339966, 2.4818642139434814]]",3.1568491458892822,0.011119836010038853,2.426156520843506,2.426156520843506,5.753805693000004
Separate,1,43,143,11,sqrt(N) Actions,0.0,"[[4.377738952636719, 3.0622005462646484, 1.9635525941848755, 0.6880292892456055, 1.7039626836776733, 4.024602890014648]]",5.280271053314209,0.019679930061101913,2.426156520843506,2.426156520843506,5.731417045000001
Separate,1,44,144,12,sqrt(N) Actions,0.0,"[[4.294511318206787, 5.178409099578857, 3.514599323272705, 3.0015854835510254, 3.688587188720703, 3.344541072845459]]",4.883155345916748,0.03919389843940735,2.426156520843506,2.426156520843506,5.851416018999998
Separate,1,45,145,12,sqrt(N) Actions,0.0,"[[2.1558022499084473, 1.2757121324539185, 3.2785301208496094, 1.1613850593566895, 2.389934778213501, 3.180142879486084]]",1.7071486711502075,0.006489849183708429,2.426156520843506,2.426156520843506,5.854050201000007
Separate,1,46,146,12,sqrt(N) Actions,0.0,"[[3.426643133163452, 2.827173948287964, 4.060442924499512, 3.3092398643493652, 4.609549522399902, 2.2523157596588135]]",2.2960634231567383,0.006721475627273321,2.426156520843506,2.426156520843506,5.794116074999977
Separate,1,47,147,12,sqrt(N) Actions,0.0,"[[3.319202184677124, 3.2451512813568115, 3.6850907802581787, 5.430202007293701, 2.3093974590301514, 4.72313928604126]]",5.495428085327148,0.018953315913677216,2.426156520843506,2.426156520843506,5.768625657000001
Separate,1,48,148,12,sqrt(N) Actions,0.0,"[[5.4777913093566895, 2.4795942306518555, 4.0549445152282715, 3.7684712409973145, 5.093836307525635, 1.5134966373443604]]",4.705586910247803,0.02230435237288475,2.426156520843506,2.426156520843506,5.8446773649999955
Separate,1,49,149,12,sqrt(N) Actions,0.0,"[[3.2518115043640137, 1.2809531688690186, 2.426424264907837, 4.271553039550781, 3.041077136993408, 3.1706113815307617]]",5.413283824920654,0.010899065993726254,2.426156520843506,2.426156520843506,5.749927334999995
Separate,1,50,150,12,sqrt(N) Actions,0.0,"[[2.7105894088745117, 2.9753262996673584, 3.696282386779785, 2.747143268585205, 2.684811592102051, 3.5576186180114746]]",4.131717681884766,0.04260658845305443,2.426156520843506,2.426156520843506,5.765297713999985
Separate,2,0,100,10,sqrt(N) Actions,0.0,,,,2.6278412342071533,2.6278412342071533,
Separate,2,1,101,10,sqrt(N) Actions,0.0,"[[3.4813125133514404, 3.4182581901550293, 2.1698293685913086, 1.107021689414978, 1.751415491104126, 1.922485113143921]]",4.216214179992676,0.011752151884138584,2.6278412342071533,2.6278412342071533,4.6098066870000025
Separate,2,2,102,10,sqrt(N) Actions,0.0,"[[1.7283906936645508, 2.9097952842712402, 2.599865674972534, 2.5115041732788086, 3.143329620361328, 3.098649263381958]]",2.4609735012054443,0.019549382850527763,2.6278412342071533,2.6278412342071533,4.535381990000019
Separate,2,3,103,10,sqrt(N) Actions,0.0,"[[4.5764689445495605, 3.0072195529937744, 2.573978900909424, 2.220090389251709, 4.584163665771484, 3.5597360134124756]]",4.276275157928467,0.012961998581886292,2.6278412342071533,2.6278412342071533,4.665057593000029
Separate,2,4,104,10,sqrt(N) Actions,0.0,"[[3.763920783996582, 2.755366086959839, 4.071651935577393, 1.6583161354064941, 5.971595287322998, 2.519469976425171]]",2.6674611568450928,0.01558197196573019,2.6278412342071533,2.6278412342071533,4.755648511999993
Separate,2,5,105,10,sqrt(N) Actions,0.0,"[[1.6418030261993408, 2.0712225437164307, 3.2645742893218994, 2.705965042114258, 3.7222797870635986, 4.811770915985107]]",2.8429336547851562,0.010363567620515823,2.6278412342071533,2.6278412342071533,4.827302175999989
Separate,2,6,106,10,sqrt(N) Actions,0.0,"[[1.3695223331451416, 2.5172338485717773, 2.7730743885040283, 2.24841570854187, 1.6468193531036377, 4.9736785888671875]]",3.5886545181274414,0.022417686879634857,2.6278412342071533,2.6278412342071533,4.702232238000022
Separate,2,7,107,10,sqrt(N) Actions,0.0,"[[3.019929885864258, 2.119499921798706, 2.5569703578948975, 3.02150297164917, 2.038259506225586, 0.7210630774497986]]",3.626004695892334,0.02455386146903038,2.6278412342071533,2.6278412342071533,4.785830086999965
Separate,2,8,108,10,sqrt(N) Actions,0.0,"[[3.688452959060669, 2.700817346572876, 2.918246269226074, 2.6584367752075195, 3.478325128555298, 3.452000856399536]]",4.53334903717041,0.02177145518362522,2.6278412342071533,2.6278412342071533,4.769546255000023
Separate,2,9,109,10,sqrt(N) Actions,0.0,"[[4.51151704788208, 5.757021427154541, 2.2043509483337402, 4.426968097686768, 3.371288299560547, 3.2939512729644775]]",2.819899559020996,0.014019844122231007,2.6278412342071533,2.6278412342071533,4.775659934999965
Separate,2,10,110,10,sqrt(N) Actions,0.0,"[[4.282132148742676, 3.2578625679016113, 2.650758743286133, 3.3347649574279785, 3.1067605018615723, 3.9297049045562744]]",3.974355936050415,0.016493061557412148,2.6278412342071533,2.6278412342071533,4.822887683999966
Separate,2,11,111,10,sqrt(N) Actions,0.0,"[[3.0192809104919434, 2.6390862464904785, 2.286099672317505, 4.84455680847168, 1.9630553722381592, 2.97599196434021]]",3.360736131668091,0.022132765501737595,2.6278412342071533,2.6278412342071533,4.80533448999995
Separate,2,12,112,10,sqrt(N) Actions,0.0,"[[2.9164226055145264, 5.728154182434082, 2.229201316833496, 2.532616138458252, 3.399329662322998, 4.6387038230896]]",4.91198205947876,0.018402546644210815,2.6278412342071533,2.6278412342071533,4.833503361999988
Separate,2,13,113,10,sqrt(N) Actions,0.0,"[[2.4763259887695312, 4.283726215362549, 3.9841489791870117, 4.9001288414001465, 3.9633047580718994, 3.361335515975952]]",4.874307155609131,0.010700814425945282,2.6278412342071533,2.6278412342071533,4.8354180459999725
Separate,2,14,114,10,sqrt(N) Actions,0.0,"[[4.464038848876953, 3.145251750946045, 3.0362484455108643, 3.4175894260406494, 4.130415916442871, 4.843913555145264]]",5.578916549682617,0.029631540179252625,2.6278412342071533,2.6278412342071533,4.912488730000007
Separate,2,15,115,10,sqrt(N) Actions,0.0,"[[3.748002529144287, 2.3590986728668213, 2.5143790245056152, 4.37996768951416, 1.5638463497161865, 3.2091634273529053]]",3.0872087478637695,0.010928366333246231,2.6278412342071533,2.6278412342071533,4.813539526
Separate,2,16,116,10,sqrt(N) Actions,0.0,"[[3.442913055419922, 3.4411113262176514, 1.905924677848816, 2.117875099182129, 1.96921968460083, 2.1562230587005615]]",3.4964773654937744,0.022480299696326256,2.6278412342071533,2.6278412342071533,4.835279460000038
Separate,2,17,117,10,sqrt(N) Actions,0.0,"[[3.2894246578216553, 2.63956356048584, 2.0652129650115967, 3.21769380569458, 3.687995433807373, 3.8570961952209473]]",5.79310417175293,0.02363746240735054,2.6278412342071533,2.6278412342071533,4.87026786399997
Separate,2,18,118,10,sqrt(N) Actions,0.0,"[[6.022003173828125, 4.5929083824157715, 2.382467746734619, 1.950958013534546, 4.736425876617432, 4.299106121063232]]",4.825954914093018,0.015175491571426392,2.6278412342071533,2.6278412342071533,4.8787820869999905
Separate,2,19,119,10,sqrt(N) Actions,0.0,"[[0.8643811345100403, 3.2074105739593506, 2.156294822692871, 3.9766061305999756, 4.689586639404297, 4.64198112487793]]",5.0261640548706055,0.013457420282065868,2.6278412342071533,2.6278412342071533,4.884941583
Separate,2,20,120,10,sqrt(N) Actions,0.0,"[[2.732884407043457, 3.8091461658477783, 2.6031246185302734, 2.388711452484131, 4.771908760070801, 0.5131933689117432]]",5.2532548904418945,0.016223058104515076,2.6278412342071533,2.6278412342071533,4.911088065999991
Separate,2,21,121,11,sqrt(N) Actions,0.0,"[[2.5241599082946777, 4.854267120361328, 1.2036901712417603, 2.7487120628356934, 2.289102554321289, 2.8212695121765137]]",3.5229129791259766,0.011963972821831703,2.6278412342071533,2.6278412342071533,4.9157079099999805
Separate,2,22,122,11,sqrt(N) Actions,0.0,"[[2.6586127281188965, 5.6303606033325195, 4.956818580627441, 4.53023624420166, 4.776771068572998, 3.0326924324035645]]",3.624255418777466,0.01713884435594082,2.6278412342071533,2.6278412342071533,5.0020726779999904
Separate,2,23,123,11,sqrt(N) Actions,0.0,"[[2.806598663330078, 3.5935375690460205, 4.030280590057373, 2.289252996444702, 3.917313814163208, 2.01546573638916]]",5.814022064208984,0.011953621171414852,2.6278412342071533,2.6278412342071533,4.977088790000039
Separate,2,24,124,11,sqrt(N) Actions,0.0,"[[3.956984281539917, 3.3957090377807617, 2.7561635971069336, 2.673501491546631, 4.512852191925049, 5.586483955383301]]",3.9047420024871826,0.008894423954188824,2.6278412342071533,2.6278412342071533,4.997005349999995
Separate,2,25,125,11,sqrt(N) Actions,0.0,"[[2.8696606159210205, 4.529708385467529, 2.9141643047332764, 3.691685914993286, 4.365762233734131, 2.831711769104004]]",2.676989793777466,0.005720085464417934,2.6278412342071533,2.6278412342071533,5.013583794999988
Separate,2,26,126,11,sqrt(N) Actions,0.0,"[[2.005706310272217, 2.37394642829895, 2.6050941944122314, 2.533620595932007, 4.867961883544922, 2.8070104122161865]]",2.860689640045166,0.011299972422420979,2.6278412342071533,2.6278412342071533,5.04262522099998
Separate,2,27,127,11,sqrt(N) Actions,0.0,"[[4.683847427368164, 1.9930614233016968, 3.327838897705078, 2.0046401023864746, 3.480773448944092, 1.816077470779419]]",4.107974529266357,0.016080955043435097,2.6278412342071533,2.6278412342071533,5.061349044999986
Separate,2,28,128,11,sqrt(N) Actions,0.0,"[[4.467174530029297, 2.1947646141052246, 4.150685787200928, 3.216172456741333, 2.3756749629974365, 3.2884981632232666]]",2.8275978565216064,0.01751469448208809,2.6278412342071533,2.6278412342071533,5.096466835000001
Separate,2,29,129,11,sqrt(N) Actions,0.0,"[[2.912047863006592, 4.107690334320068, 2.598268747329712, 1.2549744844436646, 2.992647171020508, 3.755642890930176]]",2.8350000381469727,0.009889312088489532,2.6278412342071533,2.6278412342071533,5.138810557999989
Separate,2,30,130,11,sqrt(N) Actions,0.0,"[[3.770789861679077, 3.771341323852539, 0.9774311780929565, 5.168508529663086, 2.57332181930542, 5.314881324768066]]",4.202590465545654,0.0067851911298930645,2.6278412342071533,2.6278412342071533,5.205852261000018
Separate,2,31,131,11,sqrt(N) Actions,0.0,"[[2.052896499633789, 3.364361047744751, 4.188745975494385, 5.627945899963379, 5.258580207824707, 3.1152236461639404]]",3.4078471660614014,0.011238581500947475,2.6278412342071533,2.6278412342071533,5.23225411300001
Separate,2,32,132,11,sqrt(N) Actions,0.0,"[[2.244964361190796, 3.6402268409729004, 2.295543909072876, 3.0483694076538086, 3.343215227127075, 3.589740514755249]]",1.795203447341919,0.014353195205330849,2.6278412342071533,2.6278412342071533,5.245509631999994
Separate,2,33,133,11,sqrt(N) Actions,0.0,"[[1.839359998703003, 0.6046370267868042, 2.4515647888183594, 0.5664713978767395, 3.0245611667633057, 3.272674083709717]]",3.433293581008911,2.4664156436920166,2.6278412342071533,2.6278412342071533,5.2594930230000045
Separate,2,34,134,11,sqrt(N) Actions,0.0,"[[1.576099157333374, 4.3634772300720215, 1.824652075767517, 4.871212959289551, 2.9773552417755127, 3.1951229572296143]]",3.6260814666748047,0.014757447876036167,2.6278412342071533,2.6278412342071533,5.302223466000044
Separate,2,35,135,11,sqrt(N) Actions,0.0,"[[3.0881094932556152, 1.9152121543884277, 3.1226367950439453, 3.6580488681793213, 3.3348231315612793, 1.8808913230895996]]",2.378436326980591,0.007392764091491699,2.6278412342071533,2.6278412342071533,5.353340419000006
Separate,2,36,136,11,sqrt(N) Actions,0.0,"[[3.178046941757202, 1.1884474754333496, 2.5916919708251953, 3.2166824340820312, 3.3632540702819824, 4.285137176513672]]",3.80995512008667,0.015388553962111473,2.6278412342071533,2.6278412342071533,5.363977089999992
Separate,2,37,137,11,sqrt(N) Actions,0.0,"[[2.0467782020568848, 1.708898663520813, 1.099377989768982, 1.1494604349136353, 1.3392244577407837, 0.5504730343818665]]",2.9268205165863037,4.243383884429932,2.6278412342071533,2.6278412342071533,5.355010583000023
Separate,2,38,138,11,sqrt(N) Actions,0.0,"[[4.224782943725586, 4.009892463684082, 3.3250741958618164, 2.5340564250946045, 2.5177202224731445, 1.0357115268707275]]",5.107141017913818,0.012536713853478432,2.6278412342071533,2.6278412342071533,5.39693059199999
Separate,2,39,139,11,sqrt(N) Actions,0.0,"[[4.592284679412842, 4.686268329620361, 4.270863056182861, 1.5262919664382935, 1.8584245443344116, 2.184222459793091]]",2.7874419689178467,0.01116829365491867,2.6278412342071533,2.6278412342071533,5.414789715999973
Separate,2,40,140,11,sqrt(N) Actions,0.0,"[[3.500361919403076, 4.8674821853637695, 3.054769515991211, 3.9647409915924072, 3.1689727306365967, 2.3921422958374023]]",4.681790351867676,0.023152470588684082,2.6278412342071533,2.6278412342071533,5.488994528999967
Separate,2,41,141,11,sqrt(N) Actions,0.0,"[[3.2172625064849854, 4.949317932128906, 2.917701482772827, 2.3185458183288574, 2.96979022026062, 1.7363629341125488]]",4.888707160949707,0.014744055457413197,2.6278412342071533,2.6278412342071533,5.470949861000008
Separate,2,42,142,11,sqrt(N) Actions,0.0,"[[5.503209114074707, 5.5373215675354, 5.199068546295166, 2.4926223754882812, 5.224546432495117, 4.1883111000061035]]",2.5944440364837646,0.005395879969000816,2.6278412342071533,2.6278412342071533,5.5171009069999855
Separate,2,43,143,11,sqrt(N) Actions,0.0,"[[1.8861197233200073, 2.479462146759033, 3.385505437850952, 2.0059425830841064, 1.7402737140655518, 3.0110058784484863]]",3.6036829948425293,0.023489950224757195,2.6278412342071533,2.6278412342071533,5.529658127000005
Separate,2,44,144,12,sqrt(N) Actions,0.0,"[[2.6878907680511475, 3.2334210872650146, 1.961923599243164, 2.3527557849884033, 3.746039628982544, 3.2990810871124268]]",4.203373432159424,0.02341429330408573,2.6278412342071533,2.6278412342071533,5.564954788999955
Separate,2,45,145,12,sqrt(N) Actions,0.0,"[[3.6812493801116943, 2.975574016571045, 3.003127098083496, 4.544450759887695, 2.4970529079437256, 1.8580584526062012]]",3.5005486011505127,0.017410991713404655,2.6278412342071533,2.6278412342071533,5.5510538949999955
Separate,2,46,146,12,sqrt(N) Actions,0.0,"[[3.5950331687927246, 2.6433773040771484, 1.3898319005966187, 1.7961262464523315, 1.8255208730697632, 3.620654582977295]]",3.2974958419799805,0.00996966753154993,2.6278412342071533,2.6278412342071533,5.641029967999998
Separate,2,47,147,12,sqrt(N) Actions,0.0,"[[3.2137556076049805, 3.166623115539551, 1.4924392700195312, 5.507458209991455, 3.020141363143921, 3.542811393737793]]",3.7965123653411865,0.010156416334211826,2.6278412342071533,2.6278412342071533,5.734764122999991
Separate,2,48,148,12,sqrt(N) Actions,0.0,"[[5.518024921417236, 4.817895889282227, 4.143511772155762, 4.173328399658203, 5.318976879119873, 6.660439968109131]]",4.361915588378906,0.025972651317715645,2.6278412342071533,2.6278412342071533,5.653742996000005
Separate,2,49,149,12,sqrt(N) Actions,0.0,"[[4.5477824211120605, 5.2319865226745605, 4.3945159912109375, 4.531016826629639, 3.916309356689453, 5.116361618041992]]",5.307858467102051,0.07629711925983429,2.6278412342071533,2.6278412342071533,5.695140234999997
Separate,2,50,150,12,sqrt(N) Actions,0.0,"[[2.8238918781280518, 3.8848814964294434, 3.0788137912750244, 3.7078969478607178, 3.5170247554779053, 1.8633919954299927]]",3.2167093753814697,0.012843542732298374,2.6278412342071533,2.6278412342071533,5.706584153999984
00077
